title,published_at,url
Denver Johnny Bravo vs Atlanta Chain Lightning | 2024 USAU Club Nationals Pro Flight Finals,2025-04-12T22:13:17Z,https://www.youtube.com/watch?v=OZAnPsqJczc
Denver Johnny Bravo vs Austin Doublewide | 2024 USAU Club Nationals Pro Flight Semifinals,2025-03-30T15:50:48Z,https://www.youtube.com/watch?v=7CIGiF1LRM8
Denver Johnny Bravo vs Raleigh-Durham United | 2024 Club Nationals Pro Flight Quarterfinals,2025-03-10T21:00:20Z,https://www.youtube.com/watch?v=VkUPGXw3N-0
Denver Johnny Bravo vs Raleigh Ring of Fire | 2024 USAU Club Nationals Pre-Quarterfinals,2025-03-09T19:54:12Z,https://www.youtube.com/watch?v=H18zt0AbyOk
Portland Rhino Slam! vs Denver Johnny Bravo | 2024 Club Nationals Pool Play,2025-01-11T20:00:31Z,https://www.youtube.com/watch?v=iDtZf9pfipQ
Denver Johnny Bravo vs Vancouver Furious George | 2024 Club Nationals Pool Play,2025-01-10T22:00:43Z,https://www.youtube.com/watch?v=y3P2M3jzjAw
Denver Johnny Bravo vs Atlanta Chain Lightning | 2024 Club Nationals Pool Play,2025-01-09T23:45:28Z,https://www.youtube.com/watch?v=I_2Io9qIOe4
D line Domination | Rhino vs Machine 2024 USAU Club Nationals Open Semifinal #usau #ultimatefrisbee,2024-10-27T16:14:43Z,https://www.youtube.com/watch?v=rLinIM4JYRI
DC Truck Stop vs Virginia Vault | 2024 USAU Mid Atlantic Regionals Finals,2024-09-27T21:30:09Z,https://www.youtube.com/watch?v=v_ot9hhKCGQ
Philadelphia Ghostbusters vs Virginia Vault | 2024 Mid Atlantic Regionals Semifinals,2024-09-27T19:00:24Z,https://www.youtube.com/watch?v=DlUKiHfPEsk
Denver Johnny Bravo vs Chicago Machine | 2023 USAU Club Nationals Semifinals,2024-09-26T21:30:02Z,https://www.youtube.com/watch?v=BRdnWQfLjpQ
Denver Johnny Bravo vs San Francisco Revolver | 2023 Club Nationals Quarterfinals,2024-09-25T21:30:00Z,https://www.youtube.com/watch?v=1Gv58E-pIm0
Denver Johnny Bravo vs Eugene Dark Star | 2023 USAU Club Nationals Pool Play,2024-09-25T18:30:26Z,https://www.youtube.com/watch?v=JaYjCaIQReQ
Denver Johnny Bravo vs Raleigh Ring of Fire | 2023 USAU Club Nationals Pool Play,2024-09-24T21:30:11Z,https://www.youtube.com/watch?v=sU6qzWOab7I
Denver Johnny Bravo vs DC Truck Stop | 2023 Club Nationals Pool Play,2024-09-24T00:31:17Z,https://www.youtube.com/watch?v=CxWPHF029oY
Denver Johnny Bravo | 2023 Nationals Highlights,2024-08-10T15:00:06Z,https://www.youtube.com/watch?v=rRoE6qVk4QA
Oregon vs Carleton | 2024 USAU D-1 College National Championships Open Pool Play,2024-06-28T00:54:34Z,https://www.youtube.com/watch?v=3igSsqVvkAM
Vermont vs Michigan | 2024 USAU College National Championships Open Pool Play,2024-06-28T00:54:24Z,https://www.youtube.com/watch?v=pOy762i62Mk
Minnesota vs Ottawa | 2024 USAU College National Championships Open Pool Play,2024-06-28T00:54:13Z,https://www.youtube.com/watch?v=qxV8gdbSUhM
Dawn Culton's Universe Point Game Winner | Moments from UNC vs Colorado 2024 USAU College Nationals,2024-05-28T22:07:34Z,https://www.youtube.com/watch?v=7b6N2H_yHdE
Austin King Universe Point Game Winner | Moments from Minnesota vs Pitt 2024 USAU College Nationals,2024-05-28T22:07:30Z,https://www.youtube.com/watch?v=FcNX39uK_6o
Tristan Yarter's INSANE Layout Score | Moments from Pitt vs UMass 2024 USAU College Nationals,2024-05-26T02:23:37Z,https://www.youtube.com/watch?v=6U1ugBWQOss
New York PoNY vs Raleigh Ring of Fire | 2023 USAU Club Nationals Quarterfinals,2023-11-17T15:07:07Z,https://www.youtube.com/watch?v=h6e2MdtpOnU
Pennsbury vs Wissahickon | 2023 Coconut Classic Boys Final,2023-11-12T21:03:30Z,https://www.youtube.com/watch?v=bpApbc7Xbtc
Radnor vs Strath Haven | 2023 Coconut Classic Girls Final,2023-11-12T21:03:09Z,https://www.youtube.com/watch?v=Q6z0NUhi4FM
Radnor vs Columbia | 2023 Coconut Classic Girls Pool Play,2023-11-12T21:02:58Z,https://www.youtube.com/watch?v=zi3kswR2cIM
Pennsbury vs Westfield | 2023 Coconut Classic Quarterfinals,2023-11-12T21:02:48Z,https://www.youtube.com/watch?v=Moav9r3A5WE
Portland Rhino Slam! vs Raleigh-Durham United | 2023 USAU Club Nationals Pre-Quarterfinals,2023-10-30T21:00:04Z,https://www.youtube.com/watch?v=7074zPkwvns
John Randolph Outruns his Receiver | Moments from PoNY vs Ring of Fire 2023 USAU Club Nationals,2023-10-29T22:15:09Z,https://www.youtube.com/watch?v=g0OPhnJLtwc
James Kennelly’s Layout Block | Moments from GSU vs Vault Game to Go at 2023 MA Regionals,2023-10-22T04:44:34Z,https://www.youtube.com/watch?v=z78TNXCpQgw
Harper Garvey in Isolation | Moments from PoNY vs Ring of Fire Quarterfinals 2023 Club Nationals,2023-10-22T04:40:47Z,https://www.youtube.com/watch?v=wTH92KWoLNY
SF Revolver vs Boston DiG | 2023 USAU Club Nationals Pool Play,2023-10-22T04:40:03Z,https://www.youtube.com/watch?v=dz5MrwazrOU
Pittsburgh vs Colorado | 2023 USAU College Nationals Pool Play,2023-10-22T04:39:52Z,https://www.youtube.com/watch?v=xJuJ8zG7GNw
Max Cassell's Layout Goal | Moments from GSU vs Vault Game to Go at 2023 MA Regionals,2023-10-22T04:39:32Z,https://www.youtube.com/watch?v=ivn9uvYmCmY
Calvin Stoughton in Isolation | Moments from Pittsburgh vs Colorado 2023 USAU College Nationals,2023-10-06T18:35:31Z,https://www.youtube.com/watch?v=_dQT4Zvk-JA
